PDB_Name,PDB_ID,Max_PDB_TM
length_340_7_50.pdb,2z2w.cif.gz_A,0.7597
length_350_0_30.pdb,3l8x.cif.gz_A,0.9497
length_105_5_81.pdb,4lo6.cif.gz_B,0.7608
length_370_8_16.pdb,1so6.cif.gz_B,0.6975
length_195_6_39.pdb,4fyk.cif.gz_C,0.7031
length_140_3_8.pdb,6i6u.cif.gz_A,0.533
length_125_8_81.pdb,2wp2.cif.gz_B,0.9889
length_275_8_27.pdb,3vbt.cif.gz_A,0.8879
length_390_2_71.pdb,1ub3.cif.gz_B,0.764
length_390_0_75.pdb,8flx.cif.gz_A,0.4026
length_100_1_15.pdb,2mjv.cif.gz_MODEL_20_B,0.7299
length_190_2_52.pdb,4a0g.cif.gz_A,0.545
length_160_0_63.pdb,6vcj.cif.gz_D,0.785
length_270_7_8.pdb,3a10.cif.gz_A,0.6523
length_330_0_82.pdb,1yzg.cif.gz_A,0.5952
length_155_5_5.pdb,6gn5.cif.gz_A,0.6675
length_115_3_77.pdb,4l85.cif.gz_C,0.8662
length_275_5_47.pdb,3qgw.cif.gz_B,0.9285
length_335_0_59.pdb,2fb6.cif.gz_A,0.6779
length_115_4_63.pdb,4qc1.cif.gz_B,0.9772
length_345_2_31.pdb,7zp9.cif.gz_L,0.6938
length_275_4_18.pdb,4xg8.cif.gz_A,0.9138
length_320_3_63.pdb,6vgb.cif.gz_MODEL_15_A,0.6982
length_320_6_42.pdb,1ixq.cif.gz_C,0.7447
length_105_7_8.pdb,7tyd.cif.gz_B,0.71
length_330_1_25.pdb,1sfl.cif.gz_B,0.6795
length_415_2_91.pdb,3can.cif.gz_A,0.7372
length_300_6_88.pdb,2rbg.cif.gz_B,0.6653
length_140_0_4.pdb,3a44.cif.gz_C,0.6539
length_195_8_50.pdb,2lrh.cif.gz_MODEL_8_A,0.697
length_385_7_8.pdb,7uwa.cif.gz_j,0.6537
length_470_3_100.pdb,4dad.cif.gz_A,0.6401
length_145_2_40.pdb,6vg7.cif.gz_MODEL_15_A,0.6912
length_260_6_8.pdb,2bdq.cif.gz_B,0.6988
length_480_3_1.pdb,6g80.cif.gz_A,0.6213
length_345_0_32.pdb,7uek.cif.gz_A,0.6554
length_100_7_100.pdb,6usf.cif.gz_A,0.5766
length_210_8_80.pdb,3zx6.cif.gz_A,0.6828
length_485_7_30.pdb,6ufz.cif.gz_A,0.6163
length_350_7_71.pdb,1sfl.cif.gz_B,0.722
length_155_0_53.pdb,8jkb.cif.gz_A,0.6674
length_425_6_16.pdb,4ph6.cif.gz_B,0.7028
length_360_5_45.pdb,8ju8.cif.gz_A,0.6395
length_220_6_10.pdb,2pno.cif.gz_E,0.6954
length_280_9_29.pdb,7jma.cif.gz_A,0.6137
length_335_2_81.pdb,4cix.cif.gz_A,0.6661
length_440_8_75.pdb,6bk8.cif.gz_L,0.5434
length_185_8_52.pdb,5lhx.cif.gz_B,0.5581
length_250_5_20.pdb,6tpc.cif.gz_C,0.7243
length_100_3_32.pdb,7yhn.cif.gz_E,0.7503
length_385_6_29.pdb,2qjw.cif.gz_D,0.7514
length_400_0_19.pdb,2pfs.cif.gz_A,0.6672
length_155_8_8.pdb,8oup.cif.gz_D,0.81
length_215_4_15.pdb,1srr.cif.gz_A,0.7541
length_330_9_24.pdb,3zx6.cif.gz_A,0.7386
length_140_4_68.pdb,5j0l.cif.gz_A,0.8051
length_200_6_25.pdb,6vgb.cif.gz_MODEL_15_A,0.6147
length_395_0_20.pdb,6fvj.cif.gz_E,0.5636
length_170_8_44.pdb,4m1s.cif.gz_C,0.9588
length_215_0_2.pdb,4pyi.cif.gz_A,0.8532
length_175_3_14.pdb,3a3k.cif.gz_B,0.6808
length_385_0_68.pdb,6g72.cif.gz_M,0.5032
length_235_2_66.pdb,4isc.cif.gz_A,0.7524
length_310_0_34.pdb,2rbg.cif.gz_B,0.7078
length_230_2_42.pdb,3c0y.cif.gz_C,0.6095
length_385_9_15.pdb,1fmf.cif.gz_MODEL_6_A,0.5706
length_455_9_88.pdb,8e0m.cif.gz_J,0.7363
length_205_8_54.pdb,4l85.cif.gz_C,0.7333
length_180_2_93.pdb,1krm.cif.gz_A,0.6104
length_230_1_85.pdb,7e90.cif.gz_B,0.6988
length_390_4_41.pdb,1z2d.cif.gz_MODEL_14_A,0.5826
length_170_4_12.pdb,6dnu.cif.gz_A,0.5867
length_180_6_89.pdb,7b0n.cif.gz_K,0.5438
length_245_9_45.pdb,1zit.cif.gz_MODEL_20_A,0.7717
length_370_6_35.pdb,4fhz.cif.gz_A,0.5923
length_115_0_61.pdb,5fec.cif.gz_H,0.7109
length_470_0_49.pdb,7unj.cif.gz_B,0.6759
length_215_8_16.pdb,2yv4.cif.gz_A,0.7375
length_140_1_16.pdb,6e5c.cif.gz_MODEL_5_A,0.8231
length_380_1_88.pdb,3ksu.cif.gz_B,0.7119
length_425_1_94.pdb,6u1s.cif.gz_A,0.6197
length_385_4_72.pdb,3o16.cif.gz_A,0.7321
length_450_1_47.pdb,7n6g.cif.gz_3I,0.7208
length_145_7_79.pdb,4l85.cif.gz_B,0.6874
length_430_5_45.pdb,3ru6.cif.gz_D,0.6806
length_235_6_29.pdb,5toa.cif.gz_A,0.609
length_365_9_77.pdb,3exs.cif.gz_C,0.7214
length_460_9_64.pdb,7rro.cif.gz_F2,0.5124
length_170_3_77.pdb,7t1f.cif.gz_B,0.9131
length_290_1_60.pdb,1kjn.cif.gz_B,0.7572
length_210_3_59.pdb,1ktm.cif.gz_MODEL_22_A,0.6239
length_180_4_32.pdb,2lv8.cif.gz_MODEL_15_A,0.7203
length_420_6_87.pdb,5o09.cif.gz_1C,0.5998
length_230_8_12.pdb,2jpd.cif.gz_MODEL_3_A,0.685
length_495_1_61.pdb,7nfx.cif.gz_u,0.5734
length_395_3_8.pdb,4zws.cif.gz_F,0.7333
length_440_2_82.pdb,5cwc.cif.gz_A,0.6199
length_285_2_93.pdb,1jql.cif.gz_B,0.6527
length_335_5_16.pdb,5cwl.cif.gz_B,0.7733
length_240_9_26.pdb,8f6d.cif.gz_B,0.7048
length_190_8_86.pdb,6j4g.cif.gz_B,0.6644
length_275_3_37.pdb,4eny.cif.gz_A,0.9063
length_290_6_42.pdb,5tic.cif.gz_A,0.6554
length_230_6_18.pdb,7dl8.cif.gz_C,0.7186
length_185_9_89.pdb,4lda.cif.gz_G,0.7467
length_215_7_98.pdb,6z2b.cif.gz_C,0.6512
length_245_3_12.pdb,8eat.cif.gz_o,0.6796
length_195_4_53.pdb,7ji4.cif.gz_A,0.7409
length_410_2_40.pdb,1b5t.cif.gz_B,0.6292
length_480_4_73.pdb,3q2d.cif.gz_B,0.7331
length_465_4_72.pdb,8e12.cif.gz_C,0.5488
length_485_1_76.pdb,7uwa.cif.gz_c,0.5796
length_435_5_26.pdb,1g4p.cif.gz_A,0.6637
length_415_0_51.pdb,7dmf.cif.gz_A,0.5666
length_220_0_20.pdb,6fdl.cif.gz_B,0.6794
length_240_2_5.pdb,3lrx.cif.gz_F,0.6447
length_180_5_1.pdb,3sao.cif.gz_B,0.8292
length_420_9_78.pdb,2bdq.cif.gz_B,0.7547
length_345_4_41.pdb,7uek.cif.gz_A,0.7263
length_100_0_8.pdb,1ijp.cif.gz_MODEL_1_A,0.6895
length_255_8_18.pdb,7uek.cif.gz_A,0.7788
length_110_0_99.pdb,3uw9.cif.gz_A,0.9694
length_100_8_37.pdb,6re5.cif.gz_C,0.7627
length_300_9_85.pdb,5cwb.cif.gz_A,0.6598
length_120_9_94.pdb,1mb0.cif.gz_A,0.8803
length_170_2_82.pdb,5cm9.cif.gz_C,0.8896
length_170_1_17.pdb,7acq.cif.gz_C,0.9863
length_230_5_11.pdb,2v6y.cif.gz_A,0.814
length_380_4_75.pdb,7uek.cif.gz_A,0.7017
length_435_3_100.pdb,4ckw.cif.gz_B,0.7201
length_130_9_96.pdb,4tt6.cif.gz_A,0.933
length_365_6_37.pdb,6kzw.cif.gz_B,0.7205
length_275_1_9.pdb,2j16.cif.gz_B,0.792
length_295_6_7.pdb,6u1q.cif.gz_B,0.6703
length_485_6_25.pdb,3t6g.cif.gz_D,0.6987
length_155_7_5.pdb,3qtb.cif.gz_A,0.7356
length_240_4_65.pdb,7qzo.cif.gz_A,0.6878
length_250_6_24.pdb,7uek.cif.gz_A,0.7453
length_325_9_81.pdb,5ywm.cif.gz_X,0.8873
length_150_7_83.pdb,2dc3.cif.gz_B,0.8551
length_250_2_4.pdb,2kzh.cif.gz_MODEL_17_A,0.6347
length_295_0_1.pdb,2iw8.cif.gz_C,0.9059
length_435_8_30.pdb,1pui.cif.gz_B,0.4871
length_455_6_25.pdb,7ruu.cif.gz_B,0.6047
length_380_3_45.pdb,6zpp.cif.gz_A,0.6205
length_335_9_69.pdb,5cwj.cif.gz_A,0.7979
length_135_5_5.pdb,3pp6.cif.gz_A,0.917
length_420_2_13.pdb,2kzh.cif.gz_MODEL_17_A,0.7235
length_375_6_75.pdb,7uek.cif.gz_A,0.7858
length_130_7_31.pdb,3l7r.cif.gz_A,0.7064
length_100_4_86.pdb,4pwu.cif.gz_D,0.7718
length_460_8_83.pdb,2pfs.cif.gz_A,0.5906
length_125_5_54.pdb,6mmd.cif.gz_B,0.9739
length_245_6_45.pdb,3hdv.cif.gz_C,0.7478
length_145_3_77.pdb,3crn.cif.gz_B,0.8056
length_115_1_49.pdb,7qvt.cif.gz_A,0.825
length_325_5_1.pdb,3qgy.cif.gz_B,0.9107
length_220_3_82.pdb,2mqa.cif.gz_MODEL_10_A,0.5026
length_130_0_31.pdb,4tt6.cif.gz_A,0.9919
length_265_6_55.pdb,1l7c.cif.gz_B,0.7016
length_195_3_88.pdb,1wwp.cif.gz_B,0.54
length_300_4_87.pdb,3lrx.cif.gz_C,0.6759
length_445_4_41.pdb,7uwb.cif.gz_c,0.6613
length_100_5_35.pdb,3fhk.cif.gz_F,0.7803
length_340_3_22.pdb,7km3.cif.gz_H,0.6278
length_370_0_95.pdb,6uu8.cif.gz_FFF,0.6013
length_280_1_24.pdb,5cwb.cif.gz_A,0.5912
length_180_3_16.pdb,7sge.cif.gz_B,0.7506
length_210_2_63.pdb,2hm8.cif.gz_MODEL_9_A,0.5845
length_370_3_55.pdb,7uek.cif.gz_A,0.6839
length_190_4_23.pdb,2rdm.cif.gz_B,0.7463
length_320_8_16.pdb,3wrv.cif.gz_B,0.6471
length_440_3_8.pdb,6d33.cif.gz_F,0.6002
length_420_4_82.pdb,5veg.cif.gz_A,0.6514
length_490_0_78.pdb,6jhk.cif.gz_E,0.7379
length_315_8_42.pdb,7uek.cif.gz_A,0.7634
length_155_9_25.pdb,6v8s.cif.gz_J,0.6396
length_445_1_8.pdb,2bd0.cif.gz_C,0.594
length_235_5_5.pdb,8dpb.cif.gz_C,0.7327
length_350_8_19.pdb,7mcd.cif.gz_B,0.7298
length_435_7_36.pdb,5tpm.cif.gz_D,0.5823
length_485_0_59.pdb,1pgv.cif.gz_A,0.5997
length_445_3_5.pdb,6b4c.cif.gz_A,0.6291
length_255_3_16.pdb,2omu.cif.gz_B,0.6457
length_240_1_74.pdb,4n2y.cif.gz_C,0.8027
length_265_9_71.pdb,3ziz.cif.gz_A,0.7575
length_170_6_10.pdb,6ms9.cif.gz_B,0.9339
length_115_7_5.pdb,6cw0.cif.gz_B,0.9633
length_260_8_91.pdb,3ntv.cif.gz_B,0.6437
length_315_1_80.pdb,7qsp.cif.gz_A,0.768
length_470_5_91.pdb,3ja6.cif.gz_H,0.6363
length_340_9_20.pdb,1tq8.cif.gz_F,0.6351
length_285_4_34.pdb,4lui.cif.gz_A,0.6927
length_165_9_15.pdb,6vfk.cif.gz_B,0.7854
length_220_5_15.pdb,1lt8.cif.gz_B,0.5129
length_225_5_64.pdb,7jma.cif.gz_A,0.5805
length_405_1_96.pdb,4oki.cif.gz_B,0.5495
length_330_2_67.pdb,6bke.cif.gz_A,0.8747
length_475_7_80.pdb,5cwm.cif.gz_A,0.5757
length_120_8_16.pdb,1mb0.cif.gz_A,0.848
length_140_9_35.pdb,4neg.cif.gz_B,0.6719
length_375_4_88.pdb,2yxb.cif.gz_A,0.6791
length_365_0_28.pdb,7jh5.cif.gz_B,0.5892
length_285_8_6.pdb,2rbg.cif.gz_B,0.6607
length_365_4_67.pdb,5mlq.cif.gz_B,0.6093
length_175_1_20.pdb,4cgw.cif.gz_A,0.7306
length_230_0_23.pdb,6tng.cif.gz_A,0.667
length_340_2_1.pdb,5voy.cif.gz_Z,0.5686
length_345_9_98.pdb,4ovx.cif.gz_A,0.6421
length_445_9_57.pdb,7uwa.cif.gz_h,0.5338
length_155_6_65.pdb,7n3t.cif.gz_D,0.7429
length_390_9_16.pdb,6xr2.cif.gz_B,0.4826
length_410_8_72.pdb,7jh5.cif.gz_B,0.5955
length_130_2_43.pdb,1ip3.cif.gz_B,0.9908
length_145_0_86.pdb,2w6x.cif.gz_A,0.8745
length_295_7_38.pdb,7uwb.cif.gz_i,0.6178
length_165_1_70.pdb,4l06.cif.gz_A,0.5796
length_135_6_90.pdb,7une.cif.gz_M,0.5749
length_450_0_59.pdb,7zka.cif.gz_A,0.5395
length_140_5_29.pdb,2zqe.cif.gz_A,0.6438
length_165_3_100.pdb,3kzv.cif.gz_A,0.7389
length_120_2_46.pdb,2a9p.cif.gz_A,0.8714
length_485_3_42.pdb,2qjw.cif.gz_C,0.6769
length_495_4_22.pdb,7uek.cif.gz_A,0.7391
length_280_3_44.pdb,5zxb.cif.gz_B,0.9088
length_400_8_22.pdb,5cwf.cif.gz_D,0.6919
length_260_3_34.pdb,1vqt.cif.gz_A,0.7551
length_435_6_83.pdb,5dbt.cif.gz_D,0.7032
length_405_3_80.pdb,3ja6.cif.gz_Q,0.7957
length_390_8_8.pdb,5dbt.cif.gz_D,0.7008
length_125_0_33.pdb,4flp.cif.gz_B,0.987
length_345_6_43.pdb,1tq8.cif.gz_E,0.6915
length_240_6_20.pdb,6ldq.cif.gz_B,0.6992
length_415_1_93.pdb,3lrx.cif.gz_F,0.7338
length_375_9_50.pdb,2myn.cif.gz_MODEL_20_A,0.6991
length_115_9_94.pdb,3rcw.cif.gz_H,0.7328
length_225_1_93.pdb,5ahw.cif.gz_D,0.6932
length_255_4_10.pdb,3ew7.cif.gz_A,0.6563
length_265_4_98.pdb,3h36.cif.gz_A,0.6122
length_160_9_47.pdb,2le2.cif.gz_MODEL_7_A,0.6797
length_325_7_98.pdb,1xbz.cif.gz_A,0.7742
length_325_1_86.pdb,7smj.cif.gz_A,0.7451
length_255_1_64.pdb,3lyu.cif.gz_A,0.6387
