PDB_Name,PDB_ID,Max_PDB_TM
length_110_3_9.pdb,7s3p.cif.gz_G,0.9881
length_230_3_72.pdb,7q37.cif.gz_A,0.8177
length_270_3_58.pdb,3v5j.cif.gz_A,0.9339
length_125_9_67.pdb,5s9p.cif.gz_A,0.984
length_230_0_18.pdb,6vga.cif.gz_MODEL_16_A,0.6325
length_320_1_73.pdb,7mcd.cif.gz_B,0.8246
length_115_5_19.pdb,7qz0.cif.gz_A,0.9792
length_410_4_12.pdb,6vga.cif.gz_MODEL_16_A,0.7004
length_155_8_13.pdb,6xgz.cif.gz_D,0.6593
length_270_2_24.pdb,1k6r.cif.gz_B,0.6632
length_380_9_85.pdb,1sfj.cif.gz_B,0.7209
length_175_7_45.pdb,3q15.cif.gz_C,0.7044
length_395_0_99.pdb,6z0c.cif.gz_D,0.5742
length_105_1_53.pdb,3hhv.cif.gz_A,0.9089
length_450_4_87.pdb,7y98.cif.gz_A,0.6958
length_100_7_69.pdb,8bi9.cif.gz_B,0.7665
length_335_6_25.pdb,1kly.cif.gz_A,0.7223
length_335_0_91.pdb,5jsi.cif.gz_A,0.5285
length_110_9_26.pdb,2dww.cif.gz_A,0.9698
length_315_7_86.pdb,1hw6.cif.gz_A,0.8162
length_480_1_59.pdb,6xr2.cif.gz_B,0.7169
length_480_7_12.pdb,2ca5.cif.gz_B,0.8783
length_140_8_72.pdb,2pjl.cif.gz_B,0.5435
length_480_8_71.pdb,8glv.cif.gz_Ey,0.7285
length_260_0_15.pdb,4rfv.cif.gz_A,0.7241
length_225_9_99.pdb,8fih.cif.gz_B,0.7059
length_180_1_97.pdb,3lo5.cif.gz_A,0.9595
length_340_7_42.pdb,6v6a.cif.gz_A,0.8895
length_235_7_84.pdb,4jen.cif.gz_B,0.6941
length_125_2_29.pdb,4lx8.cif.gz_A,0.9332
length_345_8_57.pdb,7uek.cif.gz_A,0.7751
length_265_5_17.pdb,7q37.cif.gz_A,0.8517
length_165_2_51.pdb,7km8.cif.gz_B,0.8966
length_155_1_19.pdb,1g15.cif.gz_A,0.976
length_265_3_8.pdb,1ol6.cif.gz_A,0.9766
length_115_6_43.pdb,7qz0.cif.gz_A,0.9801
length_405_9_24.pdb,3s84.cif.gz_A,0.5531
length_285_1_85.pdb,2xne.cif.gz_A,0.9542
length_440_0_50.pdb,5k7v.cif.gz_A,0.6684
length_100_8_82.pdb,3grx.cif.gz_MODEL_11_A,0.8791
length_385_8_47.pdb,8ju8.cif.gz_A,0.6557
length_380_7_55.pdb,3v1p.cif.gz_A,0.6992
length_145_0_27.pdb,6j4f.cif.gz_B,0.6555
length_295_1_78.pdb,7p12.cif.gz_A,0.7043
length_485_9_59.pdb,8fbj.cif.gz_A,0.6678
length_460_0_25.pdb,6uaz.cif.gz_B,0.6907
length_110_4_89.pdb,2wp1.cif.gz_A,0.9755
length_100_0_83.pdb,4ofy.cif.gz_E,0.8305
length_360_3_87.pdb,4mwa.cif.gz_D,0.7352
length_320_3_52.pdb,6ek9.cif.gz_A,0.6295
length_170_6_95.pdb,1dtv.cif.gz_A,0.6317
length_495_7_11.pdb,7uwb.cif.gz_i,0.6464
length_405_2_48.pdb,8e0o.cif.gz_A,0.7368
length_265_0_24.pdb,3nhm.cif.gz_B,0.7595
length_365_5_45.pdb,7uek.cif.gz_A,0.7499
length_245_1_78.pdb,3lc9.cif.gz_A,0.7704
length_165_6_3.pdb,5jhi.cif.gz_MODEL_18_A,0.6681
length_225_3_64.pdb,5rga.cif.gz_A,0.7825
length_280_5_51.pdb,1nwl.cif.gz_A,0.9918
length_410_9_57.pdb,6bzd.cif.gz_D,0.5426
length_250_2_26.pdb,1lbm.cif.gz_A,0.6998
length_380_2_34.pdb,8dz8.cif.gz_C,0.6355
length_370_3_6.pdb,3ext.cif.gz_A,0.7999
length_315_4_89.pdb,1few.cif.gz_A,0.6011
length_235_6_55.pdb,4ckw.cif.gz_B,0.7637
length_405_5_92.pdb,3hv2.cif.gz_A,0.6719
length_340_0_75.pdb,1h4l.cif.gz_B,0.9457
length_460_8_36.pdb,5c6m.cif.gz_C,0.7183
length_110_5_18.pdb,1kfr.cif.gz_A,0.7235
length_305_9_53.pdb,2rbg.cif.gz_B,0.6173
length_255_4_5.pdb,2ozz.cif.gz_B,0.5873
length_210_0_100.pdb,1dve.cif.gz_A,0.9317
length_150_9_91.pdb,1tll.cif.gz_A,0.5738
length_125_0_3.pdb,2wp2.cif.gz_B,0.9857
length_440_4_69.pdb,6q58.cif.gz_A,0.656
length_120_2_84.pdb,4kcx.cif.gz_B,0.9739
length_355_5_6.pdb,3ng3.cif.gz_A,0.7627
length_405_4_98.pdb,4hyj.cif.gz_B,0.829
length_170_3_85.pdb,5uqw.cif.gz_B,0.9895
length_355_3_48.pdb,3ng3.cif.gz_D,0.6736
length_500_1_70.pdb,3qxc.cif.gz_A,0.6529
length_185_8_15.pdb,6vti.cif.gz_MODEL_4_A,0.5986
length_160_7_77.pdb,8ctp.cif.gz_A,0.5902
length_190_7_42.pdb,5j0l.cif.gz_C,0.7608
length_465_2_99.pdb,3daj.cif.gz_A,0.8961
length_260_6_8.pdb,3fym.cif.gz_A,0.5945
length_130_1_54.pdb,4yk0.cif.gz_C,0.8848
length_330_1_65.pdb,3kts.cif.gz_E,0.7046
length_250_5_72.pdb,5cj6.cif.gz_A,0.9615
length_415_2_8.pdb,3sla.cif.gz_E,0.6348
length_250_4_100.pdb,8fh1.cif.gz_A,0.9751
length_300_8_90.pdb,3pj3.cif.gz_A,0.9302
length_465_4_5.pdb,7uek.cif.gz_A,0.7554
length_135_1_65.pdb,5hen.cif.gz_C,0.8974
length_470_9_93.pdb,6wvs.cif.gz_A,0.6585
length_475_0_8.pdb,4f7g.cif.gz_B,0.6363
length_205_4_5.pdb,5gaj.cif.gz_MODEL_17_A,0.7126
length_100_1_63.pdb,5f3o.cif.gz_A,0.7235
length_380_1_28.pdb,4f3r.cif.gz_C,0.5618
length_445_9_100.pdb,4u0o.cif.gz_B,0.6182
length_215_1_33.pdb,5x6k.cif.gz_B,0.8721
length_470_0_43.pdb,3kmi.cif.gz_A,0.4953
length_475_6_79.pdb,3ja6.cif.gz_H,0.7339
length_360_7_41.pdb,4gfs.cif.gz_B,0.6134
length_275_1_26.pdb,3qgy.cif.gz_B,0.95
length_405_8_71.pdb,3agt.cif.gz_B,0.6936
length_410_3_96.pdb,4iwb.cif.gz_B,0.6756
length_265_6_46.pdb,4zs0.cif.gz_A,0.9842
length_470_6_100.pdb,4kly.cif.gz_C,0.5995
length_190_0_80.pdb,3nbm.cif.gz_A,0.7163
length_415_0_27.pdb,6zpl.cif.gz_C,0.6719
length_100_3_38.pdb,3fa4.cif.gz_K,0.6875
length_130_4_9.pdb,6hi6.cif.gz_A,0.9733
length_180_2_94.pdb,4c6t.cif.gz_A,0.7802
length_425_9_80.pdb,8e0m.cif.gz_I,0.7431
length_480_0_83.pdb,3eqz.cif.gz_A,0.7504
length_250_9_24.pdb,1pv3.cif.gz_MODEL_20_A,0.6392
length_430_7_46.pdb,1wp8.cif.gz_B,0.8484
length_255_3_17.pdb,3uif.cif.gz_A,0.6863
length_490_7_49.pdb,6wm3.cif.gz_4,0.615
length_140_3_40.pdb,5cwb.cif.gz_A,0.7089
length_290_6_50.pdb,7xrh.cif.gz_B,0.7949
length_300_6_97.pdb,3qgy.cif.gz_A,0.9114
length_285_5_100.pdb,3eu0.cif.gz_A,0.9652
length_470_3_89.pdb,7smj.cif.gz_A,0.6873
length_195_4_13.pdb,5woz.cif.gz_MODEL_7_A,0.7667
length_455_4_42.pdb,3o1n.cif.gz_B,0.7317
length_170_7_4.pdb,5uqw.cif.gz_B,0.9884
length_265_7_82.pdb,7q37.cif.gz_A,0.8767
length_180_9_47.pdb,3esk.cif.gz_A,0.5921
length_355_2_94.pdb,3o63.cif.gz_B,0.7448
length_240_2_58.pdb,8a8h.cif.gz_B,0.6982
length_480_9_41.pdb,6rfb.cif.gz_A,0.4906
length_455_6_54.pdb,1yo7.cif.gz_B,0.5624
length_300_2_98.pdb,1klz.cif.gz_A,0.762
length_240_1_98.pdb,3lr6.cif.gz_A,0.5975
length_170_9_60.pdb,5uqw.cif.gz_B,0.9785
length_305_2_16.pdb,5tn9.cif.gz_B,0.5558
length_330_2_17.pdb,2r7i.cif.gz_B,0.9641
length_380_5_87.pdb,3eeg.cif.gz_A,0.6982
length_230_4_49.pdb,5z39.cif.gz_A,0.6084
length_375_7_38.pdb,4tl3.cif.gz_B,0.7403
length_345_2_91.pdb,4myg.cif.gz_B,0.9549
length_165_1_15.pdb,2dpx.cif.gz_A,0.9248
length_135_2_45.pdb,7fzt.cif.gz_A,0.9481
length_410_7_99.pdb,4kxl.cif.gz_A,0.6381
length_245_0_80.pdb,3exs.cif.gz_C,0.7976
length_380_4_16.pdb,2kyh.cif.gz_MODEL_3_A,0.5213
length_340_3_24.pdb,5cwh.cif.gz_A,0.7864
length_220_7_99.pdb,2jpd.cif.gz_MODEL_3_A,0.7257
length_240_3_64.pdb,5iz2.cif.gz_B,0.5872
length_460_7_69.pdb,6grj.cif.gz_D,0.6678
length_500_5_60.pdb,6ixg.cif.gz_B,0.686
length_460_1_77.pdb,4jz5.cif.gz_A,0.6649
length_440_6_35.pdb,1ixq.cif.gz_C,0.7047
length_220_0_20.pdb,3snk.cif.gz_A,0.7411
length_350_0_68.pdb,5n67.cif.gz_A,0.9849
length_190_3_63.pdb,3fh0.cif.gz_A,0.6759
length_320_6_81.pdb,5cwh.cif.gz_A,0.7616
length_345_1_98.pdb,4im6.cif.gz_A,0.6575
length_480_3_98.pdb,2a2o.cif.gz_B,0.5156
length_450_3_67.pdb,1qvx.cif.gz_MODEL_9_A,0.7871
length_215_6_95.pdb,1by8.cif.gz_A,0.9762
length_475_9_66.pdb,6f08.cif.gz_B,0.5424
length_395_3_63.pdb,7qsp.cif.gz_B,0.6484
length_355_1_100.pdb,4qpa.cif.gz_A,0.9158
length_355_4_51.pdb,3ext.cif.gz_A,0.7742
length_200_0_15.pdb,4rfv.cif.gz_A,0.6905
length_215_2_88.pdb,1nxt.cif.gz_A,0.7539
length_400_5_11.pdb,7uwa.cif.gz_m,0.7655
length_210_8_11.pdb,4tqt.cif.gz_C,0.74
length_425_7_56.pdb,6xr2.cif.gz_F,0.6197
length_350_1_53.pdb,5o90.cif.gz_A,0.9521
length_160_3_56.pdb,4kp7.cif.gz_B,0.7486
length_400_4_92.pdb,5jo8.cif.gz_A,0.6063
length_295_2_58.pdb,6cwv.cif.gz_A,0.9717
length_415_3_29.pdb,4u2x.cif.gz_D,0.5611
length_265_9_41.pdb,2xne.cif.gz_A,0.9823
length_195_7_7.pdb,7u65.cif.gz_G,0.6473
length_310_5_89.pdb,5bxy.cif.gz_B,0.7
length_210_4_58.pdb,5lo1.cif.gz_A,0.983
length_180_6_47.pdb,7zwc.cif.gz_V,0.7351
length_235_9_29.pdb,2gsc.cif.gz_C,0.7665
length_165_5_79.pdb,3ewr.cif.gz_A,0.8463
length_430_0_52.pdb,4cv5.cif.gz_B,0.6751
length_165_4_3.pdb,5tvk.cif.gz_B,0.7556
length_370_9_32.pdb,2kzh.cif.gz_MODEL_17_A,0.7423
length_390_0_38.pdb,4pcv.cif.gz_A,0.6355
length_170_8_87.pdb,6vc8.cif.gz_C,0.9451
length_245_6_10.pdb,6vgb.cif.gz_MODEL_15_A,0.6856
length_145_3_77.pdb,5yqp.cif.gz_B,0.6735
length_400_8_41.pdb,2lqg.cif.gz_MODEL_7_A,0.6557
length_490_8_93.pdb,3edu.cif.gz_A,0.7602
length_480_6_76.pdb,3dyj.cif.gz_B,0.5788
length_100_5_35.pdb,7lej.cif.gz_A,0.91
length_280_6_54.pdb,6hm7.cif.gz_A,0.9634
length_205_9_84.pdb,8f09.cif.gz_B,0.7568
length_145_7_95.pdb,7tji.cif.gz_E,0.4954
length_490_6_99.pdb,3han.cif.gz_A,0.6211
length_420_4_82.pdb,7uek.cif.gz_A,0.7758
length_175_8_79.pdb,4lhv.cif.gz_E,0.911
length_330_5_66.pdb,3nbm.cif.gz_A,0.7062
length_190_4_71.pdb,1xnd.cif.gz_A,0.9536
length_460_4_3.pdb,6swa.cif.gz_o,0.7181
length_155_3_98.pdb,5wi2.cif.gz_A,0.6268
length_340_9_67.pdb,3grp.cif.gz_D,0.6644
length_225_7_16.pdb,6fsi.cif.gz_A,0.7069
length_155_6_13.pdb,5cwb.cif.gz_A,0.5979
length_385_4_99.pdb,7uek.cif.gz_A,0.6994
length_115_0_27.pdb,4qc1.cif.gz_B,0.9798
length_255_2_95.pdb,5ub7.cif.gz_A,0.7306
length_115_8_73.pdb,5mgl.cif.gz_A,0.9821
length_215_9_81.pdb,6yyq.cif.gz_CCC,0.9569
length_240_9_8.pdb,7p12.cif.gz_A,0.8079
length_360_6_24.pdb,7qsp.cif.gz_B,0.7083
length_135_5_73.pdb,6xvr.cif.gz_A,0.9725
length_490_4_22.pdb,6gv1.cif.gz_A,0.641
length_285_3_11.pdb,1ol6.cif.gz_A,0.9504
length_210_5_54.pdb,6r6m.cif.gz_A,0.642
length_175_9_57.pdb,2wq9.cif.gz_A,0.9404
length_145_9_75.pdb,8aa8.cif.gz_B,0.6146
length_425_0_51.pdb,3eqz.cif.gz_A,0.6013
length_215_0_51.pdb,4qbg.cif.gz_B,0.832
length_415_8_35.pdb,1los.cif.gz_C,0.7505
length_125_5_64.pdb,7qz0.cif.gz_A,0.9346
length_420_2_24.pdb,6x8n.cif.gz_B,0.6825
length_205_3_81.pdb,3eig.cif.gz_A,0.8563
length_275_4_2.pdb,1t4m.cif.gz_A,0.6573
length_345_0_81.pdb,3q0k.cif.gz_C,0.6423
length_215_4_19.pdb,6gr1.cif.gz_A,0.9201
length_350_2_49.pdb,1qu7.cif.gz_A,0.7959
length_320_7_35.pdb,8fin.cif.gz_B,0.6191
length_330_4_81.pdb,1lbm.cif.gz_A,0.7877
length_430_8_40.pdb,4jen.cif.gz_A,0.6684
length_200_7_23.pdb,3k29.cif.gz_A,0.579
length_195_9_11.pdb,4hwd.cif.gz_B,0.6699
length_290_4_64.pdb,6hzv.cif.gz_D,0.9726
length_330_8_88.pdb,7eg0.cif.gz_A,0.6082
length_325_9_80.pdb,3n3z.cif.gz_B,0.5959
length_110_2_89.pdb,7c6p.cif.gz_A,0.9634
length_405_7_77.pdb,2kbb.cif.gz_MODEL_1_A,0.637
length_130_0_15.pdb,6hi6.cif.gz_A,0.9754
length_385_5_79.pdb,3lb0.cif.gz_B,0.6681
length_410_0_66.pdb,7uek.cif.gz_A,0.6442
length_420_3_84.pdb,4o8r.cif.gz_I,0.7414
length_120_8_43.pdb,4l4u.cif.gz_A,0.9197
length_325_1_93.pdb,8ju8.cif.gz_A,0.7693
length_160_6_2.pdb,7lbm.cif.gz_2,0.7357
length_270_5_82.pdb,3w18.cif.gz_A,0.9662
length_290_3_13.pdb,3eqz.cif.gz_A,0.7208
length_320_4_96.pdb,5k7v.cif.gz_A,0.5823
length_465_1_24.pdb,1a38.cif.gz_B,0.5086
length_345_9_98.pdb,3jr2.cif.gz_A,0.7491
length_215_7_17.pdb,2xjj.cif.gz_B,0.9573
length_375_6_74.pdb,7uek.cif.gz_A,0.7062
length_275_3_15.pdb,7uir.cif.gz_B,0.9413
length_320_2_25.pdb,7uek.cif.gz_A,0.7268
length_495_6_33.pdb,3rqe.cif.gz_B,0.6112
length_105_8_52.pdb,3okf.cif.gz_B,0.5861
length_285_6_7.pdb,3daj.cif.gz_A,0.9486
length_105_5_72.pdb,2kzc.cif.gz_MODEL_2_A,0.6468
length_225_0_57.pdb,5w89.cif.gz_A,0.6034
length_200_2_45.pdb,1men.cif.gz_A,0.8992
length_260_9_3.pdb,7q37.cif.gz_A,0.8611
length_120_1_81.pdb,6u74.cif.gz_C,0.9636
length_445_2_3.pdb,7zn0.cif.gz_B,0.629
length_200_1_28.pdb,8ju8.cif.gz_A,0.7943
length_180_5_7.pdb,2dpx.cif.gz_A,0.9174
length_240_4_23.pdb,2rbg.cif.gz_B,0.6985
length_475_3_22.pdb,6kkj.cif.gz_B,0.825
length_200_3_86.pdb,1ljl.cif.gz_A,0.7046
length_290_0_94.pdb,3miy.cif.gz_B,0.9666
length_330_6_90.pdb,4m70.cif.gz_A,0.8539
length_155_9_2.pdb,1x1w.cif.gz_F,0.6138
length_115_9_39.pdb,2gzz.cif.gz_MODEL_1_A,0.8046
length_265_1_41.pdb,2l82.cif.gz_MODEL_11_A,0.7037
length_480_4_43.pdb,7n6g.cif.gz_3I,0.5503
length_440_5_90.pdb,4zmc.cif.gz_G,0.6185
length_350_4_1.pdb,4m70.cif.gz_Q,0.8092
length_440_3_24.pdb,1r0d.cif.gz_D,0.5549
length_205_0_62.pdb,6vgb.cif.gz_MODEL_15_A,0.6743
length_270_9_66.pdb,3tqw.cif.gz_B,0.6639
length_270_0_49.pdb,4k8a.cif.gz_A,0.9647
length_420_8_9.pdb,3g6b.cif.gz_A,0.7409
length_135_8_37.pdb,3gg3.cif.gz_B,0.9293
length_245_9_32.pdb,3eod.cif.gz_A,0.7697
length_110_6_86.pdb,7wna.cif.gz_F,0.988
length_450_1_62.pdb,3l39.cif.gz_A,0.7111
length_165_3_21.pdb,5a6s.cif.gz_B,0.697
length_300_9_29.pdb,5y5u.cif.gz_B,0.8925
