PDB_Name,PDB_ID,Max_PDB_TM,RMSD,TM_Score,Length
length_195_7_70,6vg7.cif.gz_MODEL_15_A,0.7947,1.0343913883591598,0.9499378628471962,195
length_145_8_14,4twu.cif.gz_A,0.8214,0.877963020593821,0.9528034678989316,145
length_130_3_14,1uqr.cif.gz_F,0.6818,0.9887173298901294,0.9355498467378092,130
length_110_1_88,6fff.cif.gz_A,0.9893,0.3967784054339506,0.9860551882584416,110
length_270_2_99,4lda.cif.gz_G,0.7258,2.2944060112129026,0.8968140303401658,270
length_365_3_83,3lty.cif.gz_B,0.7859,1.4634704386863315,0.946978260168127,365
length_215_3_34,4qyw.cif.gz_A,0.6378,2.4767114600858164,0.8224570962174937,215
length_135_0_6,5h7c.cif.gz_C,0.7082,1.1468028970292052,0.9243959864464976,135
length_205_1_20,3oet.cif.gz_H,0.6271,3.9160257902813886,0.7707530008281868,205
length_235_1_57,7mcd.cif.gz_B,0.7252,3.140447951047881,0.7949968007789542,235
length_330_7_8,6yqx.cif.gz_A,0.8022,1.3483990124388827,0.9459628985709906,330
length_445_2_45,5kk2.cif.gz_F,0.7346,8.877405118208204,0.541497762613562,445
length_430_2_69,4isc.cif.gz_A,0.7348,10.014495711292287,0.5192848708616459,430
length_355_5_47,6gaq.cif.gz_B,0.6546,5.872429520581052,0.7016988092278368,355
length_185_7_98,3eod.cif.gz_A,0.7962,0.9466745872362072,0.9525819399935566,185
length_280_4_58,4mld.cif.gz_C,0.6559,2.994814502831622,0.8420279418205124,280
length_205_9_26,1kjn.cif.gz_B,0.6107,1.110454660543171,0.9491313393428336,205
length_150_6_38,4ke2.cif.gz_B,0.8127,0.7689315784753188,0.9661623954978116,150
length_140_2_32,2m8x.cif.gz_MODEL_6_A,0.6119,3.339299109657647,0.7266960358872556,140
length_115_6_63,4qc1.cif.gz_B,0.9816,0.9696284905728272,0.935869084185974,115
length_225_4_26,1swg.cif.gz_B,0.5288,9.139286362095277,0.6223562498387971,225
length_310_4_32,3lhp.cif.gz_S,0.7206,1.100279301764144,0.9632689888790672,310
length_155_1_100,5hpn.cif.gz_B,0.6295,4.650395606385655,0.6904533457680915,155
length_425_4_56,4n2y.cif.gz_A,0.6738,10.604677134419925,0.5948251573821303,425
length_440_5_51,7uek.cif.gz_A,0.7205,3.396236358561226,0.8410176864403536,440
length_135_4_52,2f0l.cif.gz_A,0.986,0.5491567419985407,0.9804866730056652,135
length_245_2_72,4v0k.cif.gz_A,0.7141,1.3150012664202004,0.9364525186066892,245
length_105_0_95,2n52.cif.gz_MODEL_8_A,0.5563,3.7133373429848455,0.6275749704056545,105
length_315_0_59,7mcd.cif.gz_B,0.7478,1.740991297487671,0.9234605632915616,315
length_460_3_82,6qxa.cif.gz_D,0.5686,7.582719555294392,0.6192409318816846,460
length_160_2_52,3ql0.cif.gz_A,0.9433,0.9837383788490776,0.9481679879625377,160
length_315_9_24,3exs.cif.gz_C,0.805,2.2860003272935057,0.8823689830754052,315
length_375_2_9,3gxh.cif.gz_B,0.5809,9.069120727255648,0.5195154656787802,375
length_200_4_62,8ju8.cif.gz_A,0.6985,10.302136089675676,0.565262149493739,200
length_400_1_66,2rbg.cif.gz_B,0.6814,7.873438378499019,0.7573084433185611,400
length_105_6_26,2pen.cif.gz_B,0.762,0.8483301385506699,0.9381484830393664,105
length_285_0_33,2n75.cif.gz_MODEL_6_A,0.7147,1.646475114261512,0.91874271834961,285
length_125_4_45,7fh2.cif.gz_A,0.9531,0.9010456650885096,0.945118634381788,125
length_370_7_47,6sqw.cif.gz_A,0.5786,10.656522200453754,0.5264761262571004,370
length_110_7_29,6dg6.cif.gz_F,0.8783,0.9579090280705902,0.9342742563613332,110
length_275_0_1,4eny.cif.gz_A,0.9259,1.1499835775636054,0.9544971690031728,275
length_260_5_46,7o25.cif.gz_A,0.6912,5.583005410532152,0.6801966099416649,260
length_320_0_94,7uek.cif.gz_A,0.8174,2.050120905357425,0.8971784927680965,320
length_120_7_92,3guc.cif.gz_B,0.7082,0.7337589367113437,0.9547761950919346,120
length_225_9_72,7qsp.cif.gz_A,0.6644,3.818238118000427,0.8146125310922497,225
length_335_1_64,6m3p.cif.gz_B,0.7162,4.815845898573381,0.7995319371259331,335
length_260_9_83,8ju8.cif.gz_A,0.6803,0.7642368458241595,0.9782773692012414,260
length_275_2_31,3zfx.cif.gz_C,0.9174,0.858958931814164,0.972723909360374,275
length_480_5_72,6yef.cif.gz_k,0.4933,17.886134328988344,0.547753296097978,480
length_205_4_27,1ccw.cif.gz_C,0.7475,1.4511266979984152,0.918167658489514,205
length_415_9_75,5cw8.cif.gz_B,0.535,14.22568877660268,0.5757593148741762,415
length_385_5_66,7smj.cif.gz_A,0.6683,5.000087997109369,0.732271126512461,385
length_135_3_44,8guo.cif.gz_B,0.562,3.4706020371523465,0.7202795209516475,135
length_245_5_64,8bh1.cif.gz_B,0.7878,1.252764305792872,0.9412283199772352,245
length_250_8_37,3mc3.cif.gz_A,0.5823,1.2090607949996663,0.9475057102311584,250
length_470_9_49,3n8n.cif.gz_N,0.671,11.533394584901044,0.5446086793356414,470
length_430_9_63,3kts.cif.gz_E,0.689,5.830449612693094,0.7340903944415822,430
length_190_1_94,1kjn.cif.gz_B,0.6672,1.4012104722923733,0.9196068423667936,190
length_330_6_37,2rld.cif.gz_A,0.6526,4.550162411334059,0.7646286098612792,330
length_280_2_72,2mr6.cif.gz_MODEL_19_A,0.5915,2.523291808702517,0.878518150396768,280
length_380_8_22,7uek.cif.gz_A,0.7424,1.4073351197649653,0.9506465696449224,380
length_135_2_78,5ioc.cif.gz_A,0.9865,0.6358773290706151,0.972949352380035,135
length_175_4_9,2lv8.cif.gz_MODEL_15_A,0.6035,2.1836302586227223,0.8271931702758711,175
length_385_8_53,1xbv.cif.gz_A,0.6992,3.8371403213508977,0.8009538742405669,385
length_200_5_92,5n2c.cif.gz_C,0.4961,9.502069635067553,0.6378671558432155,200
length_315_3_15,5jh1.cif.gz_A,0.7482,2.748616471925557,0.8474885685224927,315
length_100_9_40,2lv8.cif.gz_MODEL_15_A,0.7844,0.5555364569931034,0.9718436128113592,100
length_155_2_27,3fyf.cif.gz_B,0.69,2.0886184446559817,0.8324962819381627,155
length_145_6_78,6czi.cif.gz_B,0.6398,5.672843460188877,0.6043524661629283,145
length_275_7_4,4zs0.cif.gz_A,0.9168,1.1989724453956137,0.9504787353151392,275
length_415_3_77,4n2y.cif.gz_C,0.7666,9.921752712413785,0.5855368358010232,415
length_435_2_81,3qpy.cif.gz_D,0.6973,3.2178208639547274,0.859333608306617,435
length_150_9_5,1kjk.cif.gz_MODEL_24_A,0.5649,8.84248319462639,0.5520235525202244,150
length_375_8_26,2ocz.cif.gz_A,0.7113,2.037358954371664,0.910551354998421,375
length_120_6_43,4d6x.cif.gz_D,0.8656,0.5673372532958685,0.9763872171092182,120
length_180_7_7,2efh.cif.gz_D,0.8775,1.154971733299028,0.9366308795860244,180
length_495_6_93,2lqg.cif.gz_MODEL_18_A,0.6374,12.180100154654086,0.6063885934420042,495
length_310_1_98,3s5p.cif.gz_B,0.6559,3.430851714197702,0.8041485730627861,310
length_410_5_4,7zn0.cif.gz_B,0.6108,8.531778881337804,0.6517845356459182,410
length_125_6_67,4flp.cif.gz_B,0.9552,0.9265454758786598,0.9372765095455712,125
length_185_0_76,2lrh.cif.gz_MODEL_8_A,0.6931,3.4488122587399324,0.8426114173291555,185
length_405_6_13,4gfs.cif.gz_B,0.6797,3.2499866657650167,0.849825929269188,405
length_250_4_81,7ajt.cif.gz_UT,0.7126,0.8403527560877976,0.9745572634766808,250
length_490_9_79,5k7v.cif.gz_A,0.6296,8.87147643982121,0.6371615577135058,490
length_465_7_8,4cdz.cif.gz_A,0.5964,12.518612889148004,0.6061224748491073,465
length_285_1_83,7ji4.cif.gz_A,0.6666,2.578007315012908,0.8673502862484405,285
length_480_2_45,7unf.cif.gz_7,0.6127,16.486153334206282,0.5252421832033403,480
length_410_6_43,8i6q.cif.gz_A,0.6771,9.318034025493471,0.5299423078259361,410
length_425_9_73,6lfb.cif.gz_A,0.6192,5.860077774147418,0.7020477475846932,425
length_305_1_65,3a1f.cif.gz_A,0.6672,2.6354179334972154,0.8572552071326697,305
length_125_1_74,4l8i.cif.gz_B,0.8383,1.0422746735998574,0.9269002360105616,125
length_430_8_29,5cwj.cif.gz_A,0.6465,6.752464370922227,0.657194734274972,430
length_125_7_38,4flp.cif.gz_B,0.9871,0.7493547247924741,0.9574844832590684,125
length_245_4_29,6ziv.cif.gz_HHH,0.7695,1.3646195184068273,0.936195542610234,245
length_340_8_44,3sla.cif.gz_E,0.7983,1.5727115232808684,0.9395786432645128,340
length_410_9_72,3can.cif.gz_A,0.6966,8.619120783560374,0.6919603586809004,410
length_230_3_75,6e9x.cif.gz_C,0.6507,3.5196874179592617,0.782142534392838,230
length_250_7_22,1rh9.cif.gz_A,0.763,2.0298541658300304,0.8848686684775333,250
length_110_3_71,4qc1.cif.gz_B,0.9337,0.7101475534668067,0.96030897421521,110
length_205_3_26,4myr.cif.gz_A,0.7965,1.125824531836256,0.9483165150352704,205
length_365_7_64,2lv8.cif.gz_MODEL_15_A,0.6865,2.464410727642127,0.8979473811280473,365
length_400_3_75,5cwi.cif.gz_A,0.6124,4.900103023233622,0.7273574548753153,400
length_175_5_8,4dkx.cif.gz_A,0.8928,1.1193743935999367,0.9384952043027376,175
length_220_7_87,2fic.cif.gz_A,0.6529,9.681067516018818,0.5947392713495194,220
length_240_3_85,3fni.cif.gz_A,0.5721,5.857457082929067,0.7420790473841882,240
length_395_1_9,2rfl.cif.gz_D,0.4832,11.368040098310304,0.569643472722228,395
length_225_2_28,8ail.cif.gz_F,0.6089,1.4693160921537354,0.932513518154186,225
length_450_2_73,7uwa.cif.gz_j,0.7089,6.065212690884326,0.6899637859775032,450
length_135_1_64,3jsq.cif.gz_A,0.9584,0.6484889026474028,0.969905456364968,135
length_305_3_34,7kbq.cif.gz_MODEL_7_A,0.6822,3.061960755941324,0.82174273915769,305
length_350_6_19,6w6x.cif.gz_A,0.7242,13.236244195183025,0.5181484753782086,350
length_390_1_3,3f4m.cif.gz_A,0.5448,12.33396322875584,0.509001958573617,390
length_170_5_65,5kev.cif.gz_B,0.5742,1.2746771539876254,0.9221838075764782,170
length_150_2_27,7ji4.cif.gz_A,0.6833,0.9557680313302688,0.950144947571546,150
length_250_9_68,5g4e.cif.gz_B,0.815,1.306784703261646,0.940096840264128,250
length_375_0_43,4o8r.cif.gz_I,0.6952,5.326104624248467,0.8095731752799529,375
length_235_0_29,2esr.cif.gz_B,0.6874,1.561526498744965,0.9149747606343202,235
length_495_3_91,7uek.cif.gz_A,0.6798,16.376892599846922,0.5145881142898137,495
length_480_8_89,1xi3.cif.gz_B,0.6884,4.160581722323767,0.8177741426141921,480
length_305_9_36,7uek.cif.gz_A,0.7704,9.692485456155982,0.6510270049718665,305
length_145_4_4,2gr8.cif.gz_B,0.689,1.1778735107701788,0.9180874548924812,145
length_355_4_39,1mvo.cif.gz_A,0.7168,3.208837483677591,0.8337497110238065,355
length_230_9_88,6t15.cif.gz_m,0.7251,1.7784247083305869,0.9008904014762894,230
length_445_5_25,2nw0.cif.gz_B,0.603,5.750662304709241,0.7149154664570054,445
length_230_4_35,2ift.cif.gz_B,0.6487,1.609133524413474,0.9134232098090426,230
length_170_0_33,4wa7.cif.gz_A,0.9255,0.9508891875156156,0.9516975773350624,170
length_370_2_14,4uos.cif.gz_A,0.7883,5.3440382881972806,0.6939085075175814,370
length_110_8_38,2vyy.cif.gz_A,0.919,0.6720362394849241,0.9639016071681478,110
length_215_9_43,2zth.cif.gz_A,0.8992,0.8952237785256686,0.9653083342476984,215
length_455_5_42,8gw8.cif.gz_R,0.5917,12.869663569388404,0.5083091057713349,455
length_160_8_62,2dd4.cif.gz_H,0.6242,4.61949631585254,0.64576030879937,160
length_165_7_25,7dgy.cif.gz_A,0.8139,0.4537124272698365,0.9885191468115074,165
length_295_1_92,7ji4.cif.gz_A,0.6383,2.8039007696077385,0.8411912452884328,295
length_285_5_67,8dpb.cif.gz_C,0.6271,2.183835913649617,0.8882068944179535,285
length_235_4_16,3ash.cif.gz_B,0.5445,1.665870764762482,0.9138283720604676,235
length_490_7_75,5qum.cif.gz_B,0.6369,6.369479814991354,0.7703888436132569,490
length_400_2_79,2l82.cif.gz_MODEL_11_A,0.6645,1.931339852162608,0.9245809404275608,400
length_345_5_30,4v75.cif.gz_AO,0.5538,8.20439081931139,0.644794035283022,345
length_205_0_84,4il7.cif.gz_A,0.5942,8.519306492775332,0.5164304761602128,205
length_225_7_39,4gyc.cif.gz_A,0.7658,1.088804224731871,0.949321241815524,225
length_255_7_31,3ajx.cif.gz_A,0.7817,2.540126585496416,0.8777521798527046,255
length_280_6_1,6e9r.cif.gz_B,0.529,0.9575304891844416,0.9672179965399949,280
length_165_0_55,4xvh.cif.gz_A,0.6204,5.126942509250525,0.6875388324490868,165
length_420_1_74,5im5.cif.gz_K,0.563,8.887037729348556,0.5296875434639178,420
length_330_5_49,6vzk.cif.gz_A,0.8891,1.1680877487641532,0.9602738386372884,330
length_260_1_29,4ycs.cif.gz_E,0.5775,1.999184899605996,0.8787044313939308,260
length_500_6_71,4h3d.cif.gz_D,0.6434,7.169689130592088,0.7422877505326764,500
length_215_2_68,5wd9.cif.gz_A,0.6462,0.9953656764221382,0.9581003401723132,215
length_370_9_38,3lrx.cif.gz_C,0.6416,1.525227987778316,0.9448308886865692,370
length_190_7_99,2za4.cif.gz_D,0.6366,2.045562208809358,0.856106467748295,190
length_380_2_74,6tz5.cif.gz_AA,0.636,4.286407424101831,0.7831128539707441,380
length_175_0_50,6e9r.cif.gz_B,0.735,0.8227524039842745,0.9672101476128908,175
length_265_5_57,5dr2.cif.gz_A,0.9331,0.794858784038887,0.9766830410355404,265
length_380_0_100,1lol.cif.gz_A,0.7295,3.517977578441839,0.8235233268402458,380
length_135_7_2,6u0x.cif.gz_A,0.985,0.5946362360016565,0.977261154854818,135
length_460_1_2,7n6g.cif.gz_3I,0.7121,11.684945065387412,0.5634218858464349,460
length_340_7_50,2z2w.cif.gz_A,0.7597,1.4725261565022525,0.9444733532465942,340
length_350_0_30,3l8x.cif.gz_A,0.9497,1.0213278406779276,0.9698827715850648,350
length_105_5_81,4lo6.cif.gz_B,0.7608,1.3937016189672715,0.8710723502577635,105
length_370_8_16,1so6.cif.gz_B,0.6975,7.379949673116477,0.7465714795650241,370
length_195_6_39,4fyk.cif.gz_C,0.7031,1.9141070873492645,0.8697581491101274,195
length_140_3_8,6i6u.cif.gz_A,0.533,1.449572023610405,0.9008614144471144,140
length_125_8_81,2wp2.cif.gz_B,0.9889,0.6208455597653055,0.9697545618930814,125
length_275_8_27,3vbt.cif.gz_A,0.8879,1.1692271515412214,0.9536616307037122,275
length_390_2_71,1ub3.cif.gz_B,0.764,2.896774127701173,0.8792258976577968,390
length_390_0_75,8flx.cif.gz_A,0.4026,5.638776513957991,0.7495944587170498,390
length_100_1_15,2mjv.cif.gz_MODEL_20_B,0.7299,2.961359483003036,0.7553329858274,100
length_190_2_52,4a0g.cif.gz_A,0.545,3.6471954521506658,0.800528061228907,190
length_160_0_63,6vcj.cif.gz_D,0.785,1.5918028252181518,0.8982264974114159,160
length_270_7_8,3a10.cif.gz_A,0.6523,2.4944250113225017,0.8543703800208627,270
length_330_0_82,1yzg.cif.gz_A,0.5952,3.367669290534004,0.8174972053101687,330
length_155_5_5,6gn5.cif.gz_A,0.6675,1.2862100682671678,0.919329464867682,155
length_115_3_77,4l85.cif.gz_C,0.8662,0.5933588549036902,0.9739874746708944,115
length_275_5_47,3qgw.cif.gz_B,0.9285,1.0832269091349929,0.9588221911704016,275
length_335_0_59,2fb6.cif.gz_A,0.6779,5.500105138053124,0.7298570161748131,335
length_115_4_63,4qc1.cif.gz_B,0.9772,1.0272302137549174,0.9345975185966036,115
length_345_2_31,7zp9.cif.gz_L,0.6938,2.587289445623937,0.8662013411360152,345
length_275_4_18,4xg8.cif.gz_A,0.9138,1.1175571869986691,0.9573563410146704,275
length_320_3_63,6vgb.cif.gz_MODEL_15_A,0.6982,2.117874166065691,0.8973065853212088,320
length_320_6_42,1ixq.cif.gz_C,0.7447,3.4224908357523454,0.8731343383545432,320
length_105_7_8,7tyd.cif.gz_B,0.71,0.6747873052539787,0.9632051306984636,105
length_330_1_25,1sfl.cif.gz_B,0.6795,5.151743130988413,0.7133294546579649,330
length_415_2_91,3can.cif.gz_A,0.7372,4.822720593769684,0.7475078942732394,415
length_300_6_88,2rbg.cif.gz_B,0.6653,6.858849840021079,0.6712933984369438,300
length_140_0_4,3a44.cif.gz_C,0.6539,0.763133610905899,0.9642545333838656,140
length_195_8_50,2lrh.cif.gz_MODEL_8_A,0.697,1.0221670355466244,0.9521045621473014,195
length_385_7_8,7uwa.cif.gz_j,0.6537,6.232600955086109,0.7746449389080503,385
length_470_3_100,4dad.cif.gz_A,0.6401,11.772375480177145,0.5055492849109042,470
length_145_2_40,6vg7.cif.gz_MODEL_15_A,0.6912,0.6567137774794433,0.9709322926492036,145
length_260_6_8,2bdq.cif.gz_B,0.6988,4.077195177389897,0.8227422117521894,260
length_480_3_1,6g80.cif.gz_A,0.6213,14.185307567343244,0.568931238130611,480
length_345_0_32,7uek.cif.gz_A,0.6554,2.843846768565112,0.8418080161978244,345
length_100_7_100,6usf.cif.gz_A,0.5766,0.7395163151243819,0.9521142246475692,100
length_210_8_80,3zx6.cif.gz_A,0.6828,0.6943285809978756,0.9798391523050728,210
length_485_7_30,6ufz.cif.gz_A,0.6163,8.67750218158751,0.5758693607231535,485
length_350_7_71,1sfl.cif.gz_B,0.722,7.585047251094451,0.6401072857498684,350
length_155_0_53,8jkb.cif.gz_A,0.6674,4.611428597235926,0.7758172729268934,155
length_425_6_16,4ph6.cif.gz_B,0.7028,7.66061948801981,0.6242313386786641,425
length_360_5_45,8ju8.cif.gz_A,0.6395,6.80787692182037,0.5992126125740741,360
length_220_6_10,2pno.cif.gz_E,0.6954,0.7350914900349411,0.975735758568204,220
length_280_9_29,7jma.cif.gz_A,0.6137,7.092270941058127,0.6937645645348406,280
length_335_2_81,4cix.cif.gz_A,0.6661,5.414426102602167,0.7144070122677859,335
length_440_8_75,6bk8.cif.gz_L,0.5434,14.273193408109393,0.5050840764598934,440
length_185_8_52,5lhx.cif.gz_B,0.5581,9.61089637358146,0.5709561776693941,185
length_250_5_20,6tpc.cif.gz_C,0.7243,2.242739203357868,0.8899707838256266,250
length_100_3_32,7yhn.cif.gz_E,0.7503,1.415717313544136,0.8605837281412674,100
length_385_6_29,2qjw.cif.gz_D,0.7514,2.787147682688844,0.8818387416207054,385
length_400_0_19,2pfs.cif.gz_A,0.6672,4.255785514819012,0.8030279091554273,400
length_155_8_8,8oup.cif.gz_D,0.81,0.7117974783964909,0.9724211135807678,155
length_215_4_15,1srr.cif.gz_A,0.7541,4.103150862877181,0.7516618058763495,215
length_330_9_24,3zx6.cif.gz_A,0.7386,5.283875264285438,0.8522113143939869,330
length_140_4_68,5j0l.cif.gz_A,0.8051,0.5292877625943752,0.982829457786055,140
length_200_6_25,6vgb.cif.gz_MODEL_15_A,0.6147,1.3816223577223234,0.9258631668679396,200
length_395_0_20,6fvj.cif.gz_E,0.5636,8.09974189872436,0.6575383611925274,395
length_170_8_44,4m1s.cif.gz_C,0.9588,0.8429997115008706,0.9624185086076494,170
length_215_0_2,4pyi.cif.gz_A,0.8532,0.8460511401997329,0.9710549286751494,215
length_175_3_14,3a3k.cif.gz_B,0.6808,1.0974462193003154,0.9377036149651654,175
length_385_0_68,6g72.cif.gz_M,0.5032,13.56192305157871,0.5684579494789807,385
length_235_2_66,4isc.cif.gz_A,0.7524,1.5416420678644789,0.9177256338073446,235
length_310_0_34,2rbg.cif.gz_B,0.7078,4.790830555766799,0.7369783745502676,310
length_230_2_42,3c0y.cif.gz_C,0.6095,2.05809056386033,0.8821992232059694,230
length_385_9_15,1fmf.cif.gz_MODEL_6_A,0.5706,13.89906639632338,0.5236197783888487,385
length_455_9_88,8e0m.cif.gz_J,0.7363,13.0976032639679,0.5169225121330229,455
length_205_8_54,4l85.cif.gz_C,0.7333,1.331075561669776,0.9356436969205426,205
length_180_2_93,1krm.cif.gz_A,0.6104,6.810643414900418,0.6838906195218262,180
length_230_1_85,7e90.cif.gz_B,0.6988,1.596981955610781,0.9183674892974508,230
length_390_4_41,1z2d.cif.gz_MODEL_14_A,0.5826,2.254860544285961,0.9042692421237734,390
length_170_4_12,6dnu.cif.gz_A,0.5867,3.154664430193059,0.7483385026478363,170
length_180_6_89,7b0n.cif.gz_K,0.5438,1.488561083765785,0.9084537803434236,180
length_245_9_45,1zit.cif.gz_MODEL_20_A,0.7717,1.4117015762002734,0.9349969670978184,245
length_370_6_35,4fhz.cif.gz_A,0.5923,1.4536025571558018,0.9518425006971694,370
length_115_0_61,5fec.cif.gz_H,0.7109,2.638583562046605,0.7470592724368096,115
length_470_0_49,7unj.cif.gz_B,0.6759,11.586693581107996,0.5776508898857848,470
length_215_8_16,2yv4.cif.gz_A,0.7375,3.003999265023178,0.8381184430144663,215
length_140_1_16,6e5c.cif.gz_MODEL_5_A,0.8231,8.821767326312456,0.6243287107029197,140
length_380_1_88,3ksu.cif.gz_B,0.7119,5.405233548567912,0.7822239655474746,380
length_425_1_94,6u1s.cif.gz_A,0.6197,3.592384492343068,0.8234578891725727,425
length_385_4_72,3o16.cif.gz_A,0.7321,1.654841564854305,0.9429360851678534,385
length_450_1_47,7n6g.cif.gz_3I,0.7208,15.904963396429803,0.5001489777167667,450
length_145_7_79,4l85.cif.gz_B,0.6874,1.5675035075077997,0.887771633444288,145
length_430_5_45,3ru6.cif.gz_D,0.6806,2.9805344042957667,0.866570026067924,430
length_235_6_29,5toa.cif.gz_A,0.609,1.292300658151655,0.9421323249478262,235
length_365_9_77,3exs.cif.gz_C,0.7214,7.996538057994306,0.6514351537987474,365
length_460_9_64,7rro.cif.gz_F2,0.5124,13.23550578940556,0.5360512789038604,460
length_170_3_77,7t1f.cif.gz_B,0.9131,0.9728761013849636,0.951252916696516,170
length_290_1_60,1kjn.cif.gz_B,0.7572,1.696852582663772,0.9261300034197756,290
length_210_3_59,1ktm.cif.gz_MODEL_22_A,0.6239,5.4848259722372426,0.6867601919935876,210
length_180_4_32,2lv8.cif.gz_MODEL_15_A,0.7203,1.0117347242420756,0.9494878267596668,180
length_420_6_87,5o09.cif.gz_1C,0.5998,2.454188866161507,0.8893723580574511,420
length_230_8_12,2jpd.cif.gz_MODEL_3_A,0.685,2.716837876058197,0.8491800784955511,230
length_495_1_61,7nfx.cif.gz_u,0.5734,7.099932649200228,0.6876486751636338,495
length_395_3_8,4zws.cif.gz_F,0.7333,8.101706235238114,0.5592560079861131,395
length_440_2_82,5cwc.cif.gz_A,0.6199,4.187386046497536,0.8064698065373883,440
length_285_2_93,1jql.cif.gz_B,0.6527,2.5477426795829623,0.8523101135218983,285
length_335_5_16,5cwl.cif.gz_B,0.7733,1.062558669415104,0.9671570469977648,335
length_240_9_26,8f6d.cif.gz_B,0.7048,2.230954155216649,0.8748567838969967,240
length_190_8_86,6j4g.cif.gz_B,0.6644,3.92954145392993,0.6798588485591658,190
length_275_3_37,4eny.cif.gz_A,0.9063,1.2352328356719562,0.9523240818371926,275
length_290_6_42,5tic.cif.gz_A,0.6554,4.798528650692919,0.706183296183826,290
length_230_6_18,7dl8.cif.gz_C,0.7186,1.4512968772916224,0.9252106274267592,230
length_185_9_89,4lda.cif.gz_G,0.7467,1.140664508652906,0.9401099458819384,185
length_215_7_98,6z2b.cif.gz_C,0.6512,1.1853033879595274,0.9438897049781326,215
length_245_3_12,8eat.cif.gz_o,0.6796,0.9029065339043334,0.9705728308138816,245
length_195_4_53,7ji4.cif.gz_A,0.7409,0.857653580899589,0.9667909291684602,195
length_410_2_40,1b5t.cif.gz_B,0.6292,4.860557412218839,0.7583184117883882,410
length_480_4_73,3q2d.cif.gz_B,0.7331,7.590592800809361,0.6636251699656369,480
length_465_4_72,8e12.cif.gz_C,0.5488,13.89143931553222,0.5114964418002923,465
length_485_1_76,7uwa.cif.gz_c,0.5796,4.630136052668992,0.7585659845151811,485
length_435_5_26,1g4p.cif.gz_A,0.6637,8.187505883275985,0.6747323002545409,435
length_415_0_51,7dmf.cif.gz_A,0.5666,8.877019586105122,0.6745019201686447,415
length_220_0_20,6fdl.cif.gz_B,0.6794,2.6585409754210736,0.8120450117489574,220
length_240_2_5,3lrx.cif.gz_F,0.6447,1.7782515544740554,0.904104130901107,240
length_180_5_1,3sao.cif.gz_B,0.8292,1.3129724310313788,0.9257364532382172,180
length_420_9_78,2bdq.cif.gz_B,0.7547,7.946215538964333,0.6415435679271225,420
length_345_4_41,7uek.cif.gz_A,0.7263,1.8504938217753029,0.9199935605335532,345
length_100_0_8,1ijp.cif.gz_MODEL_1_A,0.6895,1.374624447500821,0.8670159738747506,100
length_255_8_18,7uek.cif.gz_A,0.7788,1.3158644484528907,0.9411582827259308,255
length_110_0_99,3uw9.cif.gz_A,0.9694,0.5507279017795879,0.973534423441734,110
length_100_8_37,6re5.cif.gz_C,0.7627,0.742861016360898,0.9541056883050076,100
length_300_9_85,5cwb.cif.gz_A,0.6598,9.54582098927664,0.5012335064991864,300
length_120_9_94,1mb0.cif.gz_A,0.8803,0.5750691783398106,0.9723410669324918,120
length_170_2_82,5cm9.cif.gz_C,0.8896,0.8977371956040606,0.9536139413108634,170
length_170_1_17,7acq.cif.gz_C,0.9863,0.5949436650779718,0.9822029423292424,170
length_230_5_11,2v6y.cif.gz_A,0.814,1.5421586651026762,0.9206913355360185,230
length_380_4_75,7uek.cif.gz_A,0.7017,5.280733371071749,0.7807806781893667,380
length_435_3_100,4ckw.cif.gz_B,0.7201,11.702767170797124,0.5126856767392406,435
length_130_9_96,4tt6.cif.gz_A,0.933,0.5561862555774333,0.9763542719660412,130
length_365_6_37,6kzw.cif.gz_B,0.7205,8.631171007249387,0.6589521897352136,365
length_275_1_9,2j16.cif.gz_B,0.792,1.871992079659404,0.9003738383513457,275
length_295_6_7,6u1q.cif.gz_B,0.6703,4.018134733099855,0.7390152001601458,295
length_485_6_25,3t6g.cif.gz_D,0.6987,13.691060644773318,0.5831238509585596,485
length_155_7_5,3qtb.cif.gz_A,0.7356,0.7613301827032457,0.969276406859758,155
length_240_4_65,7qzo.cif.gz_A,0.6878,3.980283786776676,0.8283736801229777,240
length_250_6_24,7uek.cif.gz_A,0.7453,4.822441228062844,0.7245659553349888,250
length_325_9_81,5ywm.cif.gz_X,0.8873,1.19728452769339,0.9565360416437142,325
length_150_7_83,2dc3.cif.gz_B,0.8551,0.9271429302979042,0.9481860792125664,150
length_250_2_4,2kzh.cif.gz_MODEL_17_A,0.6347,2.706045734710912,0.8652927158908634,250
length_295_0_1,2iw8.cif.gz_C,0.9059,1.174454918134735,0.9581430088267712,295
length_435_8_30,1pui.cif.gz_B,0.4871,11.064199423126857,0.5223017000884294,435
length_455_6_25,7ruu.cif.gz_B,0.6047,10.32277715973998,0.5607538821550639,455
length_380_3_45,6zpp.cif.gz_A,0.6205,5.084899270609399,0.7736716155448731,380
length_335_9_69,5cwj.cif.gz_A,0.7979,1.3107018963513233,0.9563645696652509,335
length_135_5_5,3pp6.cif.gz_A,0.917,0.7885353345143733,0.956865090111487,135
length_420_2_13,2kzh.cif.gz_MODEL_17_A,0.7235,3.060120993633437,0.8600082381691763,420
length_375_6_75,7uek.cif.gz_A,0.7858,2.6562492860638085,0.869594891031223,375
length_130_7_31,3l7r.cif.gz_A,0.7064,1.1782380040321925,0.9176814189875454,130
