PDB_Name,PDB_ID,Max_PDB_TM
length_275_8_27.pdb,2bzh.cif.gz_B,0.8773
length_390_2_71.pdb,6kdc.cif.gz_A,0.6187
length_390_0_75.pdb,5xah.cif.gz_A,0.3854
length_100_1_15.pdb,2mjv.cif.gz_MODEL_20_B,0.7299
length_190_2_52.pdb,4a0g.cif.gz_A,0.545
length_160_0_63.pdb,6vcj.cif.gz_D,0.785
length_270_7_8.pdb,6efw.cif.gz_A,0.5159
length_330_0_82.pdb,2ccr.cif.gz_A,0.5356
length_155_5_5.pdb,6gn5.cif.gz_A,0.6675
length_115_3_77.pdb,4l85.cif.gz_C,0.8662
length_275_5_47.pdb,3bkb.cif.gz_A,0.9106
length_335_0_59.pdb,7m1r.cif.gz_D,0.5216
length_115_4_63.pdb,4nr9.cif.gz_A,0.9463
length_345_2_31.pdb,7ysw.cif.gz_A,0.5925
length_275_4_18.pdb,3ika.cif.gz_A,0.8952
length_320_3_63.pdb,7lz8.cif.gz_C,0.5344
length_320_6_42.pdb,1zua.cif.gz_X,0.6724
length_105_7_8.pdb,3pt8.cif.gz_B,0.5961
length_330_1_25.pdb,1bqc.cif.gz_A,0.5442
length_415_2_91.pdb,6yn7.cif.gz_B,0.5683
length_300_6_88.pdb,4nar.cif.gz_A,0.4745
length_140_0_4.pdb,4rxt.cif.gz_A,0.6247
length_195_8_50.pdb,2es4.cif.gz_B,0.6809
length_385_7_8.pdb,7wag.cif.gz_A,0.478
length_470_3_100.pdb,7agj.cif.gz_B,0.4002
length_145_2_40.pdb,6o93.cif.gz_A,0.6899
length_260_6_8.pdb,3ziz.cif.gz_A,0.6763
length_480_3_1.pdb,6ht8.cif.gz_B,0.4212
length_345_0_32.pdb,1nfg.cif.gz_A,0.5325
length_100_7_100.pdb,6usf.cif.gz_A,0.5766
length_210_8_80.pdb,8fbi.cif.gz_A,0.5952
length_485_7_30.pdb,1h49.cif.gz_B,0.4756
length_350_7_71.pdb,2qw5.cif.gz_B,0.5975
length_155_0_53.pdb,7rs5.cif.gz_K,0.4809
length_425_6_16.pdb,4gze.cif.gz_B,0.5435
length_360_5_45.pdb,2j7h.cif.gz_A,0.4898
length_220_6_10.pdb,7p62.cif.gz_N,0.5981
length_280_9_29.pdb,8asv.cif.gz_C,0.5481
length_335_2_81.pdb,2wze.cif.gz_B,0.5043
length_440_8_75.pdb,4av6.cif.gz_B,0.4409
length_185_8_52.pdb,3c2u.cif.gz_C,0.5241
length_250_5_20.pdb,6tpc.cif.gz_C,0.7243
length_100_3_32.pdb,5xij.cif.gz_D,0.5896
length_385_6_29.pdb,4hln.cif.gz_A,0.4918
length_400_0_19.pdb,4rhk.cif.gz_A,0.4403
length_155_8_8.pdb,8oup.cif.gz_D,0.7918
length_215_4_15.pdb,3ed1.cif.gz_C,0.6208
length_330_9_24.pdb,7z0t.cif.gz_C,0.5128
length_140_4_68.pdb,3fyq.cif.gz_A,0.6086
length_200_6_25.pdb,6dvo.cif.gz_A,0.4924
length_395_0_20.pdb,8iyj.cif.gz_SM,0.4222
length_170_8_44.pdb,6ziz.cif.gz_B,0.9241
length_215_0_2.pdb,5k0g.cif.gz_B,0.8445
length_175_3_14.pdb,3a3k.cif.gz_B,0.6808
length_385_0_68.pdb,6g72.cif.gz_M,0.5032
length_235_2_66.pdb,3ijr.cif.gz_B,0.6492
length_310_0_34.pdb,2xhy.cif.gz_A,0.5462
length_230_2_42.pdb,3c0y.cif.gz_C,0.6095
length_385_9_15.pdb,3lpl.cif.gz_B,0.4524
length_455_9_88.pdb,7r4g.cif.gz_L,0.4165
length_205_8_54.pdb,4zdi.cif.gz_H,0.7109
length_180_2_93.pdb,1krm.cif.gz_A,0.6104
length_230_1_85.pdb,5ur2.cif.gz_B,0.5809
length_390_4_41.pdb,4zt3.cif.gz_B,0.4302
length_170_4_12.pdb,3oeh.cif.gz_T,0.4676
length_180_6_89.pdb,7tx8.cif.gz_D,0.5248
length_245_9_45.pdb,5thk.cif.gz_F,0.6045
length_370_6_35.pdb,5iko.cif.gz_A,0.4644
length_115_0_61.pdb,5fec.cif.gz_H,0.7109
length_470_0_49.pdb,7vls.cif.gz_A,0.4436
length_215_8_16.pdb,1vcn.cif.gz_A,0.6477
length_140_1_16.pdb,3bow.cif.gz_A,0.6728
length_380_1_88.pdb,6k8s.cif.gz_A,0.4875
length_425_1_94.pdb,6qxa.cif.gz_B,0.483
length_385_4_72.pdb,1a0e.cif.gz_D,0.5611
length_450_1_47.pdb,6zjy.cif.gz_L,0.4343
length_145_7_79.pdb,4xvy.cif.gz_B,0.6608
length_430_5_45.pdb,4d72.cif.gz_A,0.512
length_235_6_29.pdb,1nq0.cif.gz_A,0.601
length_365_9_77.pdb,4xc7.cif.gz_A,0.5668
length_460_9_64.pdb,7p69.cif.gz_M,0.4642
length_170_3_77.pdb,4pzy.cif.gz_B,0.9015
length_290_1_60.pdb,5od2.cif.gz_A,0.6336
length_210_3_59.pdb,5jsc.cif.gz_C,0.5102
length_180_4_32.pdb,1got.cif.gz_A,0.6683
length_420_6_87.pdb,7moc.cif.gz_A,0.5362
length_230_8_12.pdb,1u2x.cif.gz_A,0.5944
length_495_1_61.pdb,3zgq.cif.gz_A,0.4253
length_395_3_8.pdb,6exs.cif.gz_A,0.4605
length_440_2_82.pdb,7eeb.cif.gz_L,0.4985
length_285_2_93.pdb,5jvl.cif.gz_B,0.5968
length_335_5_16.pdb,7z87.cif.gz_A,0.6115
length_240_9_26.pdb,4zi5.cif.gz_B,0.6049
length_190_8_86.pdb,7e5t.cif.gz_B,0.4842
length_275_3_37.pdb,3f2a.cif.gz_A,0.8861
length_290_6_42.pdb,3mmt.cif.gz_B,0.525
length_230_6_18.pdb,3tma.cif.gz_A,0.4969
length_185_9_89.pdb,5dul.cif.gz_A,0.7051
length_215_7_98.pdb,4lhd.cif.gz_B,0.5392
length_245_3_12.pdb,1ovl.cif.gz_E,0.6198
length_195_4_53.pdb,7z7d.cif.gz_B,0.6754
length_410_2_40.pdb,1h0i.cif.gz_B,0.5019
length_480_4_73.pdb,5wka.cif.gz_C,0.499
length_465_4_72.pdb,5gpj.cif.gz_D,0.4068
length_485_1_76.pdb,5gpj.cif.gz_B,0.433
length_435_5_26.pdb,7q1w.cif.gz_A,0.469
length_415_0_51.pdb,6afs.cif.gz_B,0.491
length_220_0_20.pdb,5xvs.cif.gz_A,0.6313
length_240_2_5.pdb,7wjl.cif.gz_A,0.5767
length_180_5_1.pdb,4ge1.cif.gz_A,0.8206
length_420_9_78.pdb,7vdc.cif.gz_A,0.5029
length_345_4_41.pdb,3air.cif.gz_A,0.6186
length_100_0_8.pdb,6nwr.cif.gz_B,0.6086
length_255_8_18.pdb,8ghx.cif.gz_A,0.7729
length_110_0_99.pdb,3uw9.cif.gz_A,0.9694
length_100_8_37.pdb,7jn0.cif.gz_A,0.6896
length_300_9_85.pdb,4av6.cif.gz_A,0.5428
length_120_9_94.pdb,7cci.cif.gz_A,0.8669
length_170_2_82.pdb,7scw.cif.gz_A,0.8731
length_170_1_17.pdb,6fa1.cif.gz_B,0.9794
length_230_5_11.pdb,8a9j.cif.gz_A,0.5288
length_380_4_75.pdb,5vyj.cif.gz_D,0.5676
length_435_3_100.pdb,8ojf.cif.gz_B,0.3828
length_130_9_96.pdb,4tt6.cif.gz_A,0.933
length_365_6_37.pdb,3w53.cif.gz_A,0.5813
length_275_1_9.pdb,2b4s.cif.gz_A,0.7749
length_295_6_7.pdb,7bip.cif.gz_A,0.5425
length_485_6_25.pdb,4mfe.cif.gz_B,0.4199
length_155_7_5.pdb,7bv3.cif.gz_A,0.7273
length_240_4_65.pdb,3tzq.cif.gz_A,0.6048
length_250_6_24.pdb,8aum.cif.gz_A,0.7045
length_325_9_81.pdb,5ts8.cif.gz_A,0.8867
length_150_7_83.pdb,2dc3.cif.gz_B,0.8551
length_250_2_4.pdb,3l5a.cif.gz_A,0.5891
length_295_0_1.pdb,6hxf.cif.gz_C,0.8574
length_435_8_30.pdb,8hr7.cif.gz_M,0.3675
length_455_6_25.pdb,7zmh.cif.gz_5,0.4576
length_380_3_45.pdb,7xcn.cif.gz_D,0.4379
length_335_9_69.pdb,8bt6.cif.gz_A,0.6619
length_135_5_5.pdb,3ppt.cif.gz_A,0.8964
length_420_2_13.pdb,7nl2.cif.gz_B,0.5222
length_375_6_75.pdb,6mwq.cif.gz_D,0.576
length_130_7_31.pdb,3l7r.cif.gz_A,0.7064
length_100_4_86.pdb,3r5g.cif.gz_A,0.7105
length_460_8_83.pdb,7r47.cif.gz_L,0.4103
length_125_5_54.pdb,1f98.cif.gz_A,0.9736
length_245_6_45.pdb,6y32.cif.gz_B,0.6386
length_145_3_77.pdb,2mt9.cif.gz_MODEL_8_A,0.7803
length_115_1_49.pdb,5pny.cif.gz_B,0.8164
length_325_5_1.pdb,6ise.cif.gz_B,0.8961
length_220_3_82.pdb,6b21.cif.gz_A,0.4769
length_130_0_31.pdb,4tt6.cif.gz_A,0.9919
length_265_6_55.pdb,5cns.cif.gz_E,0.4721
length_195_3_88.pdb,4fjq.cif.gz_A,0.4926
length_300_4_87.pdb,4rhk.cif.gz_A,0.4999
length_445_4_41.pdb,6hfb.cif.gz_B,0.5635
length_100_5_35.pdb,3fhk.cif.gz_F,0.7803
length_340_3_22.pdb,1v3m.cif.gz_A,0.5292
length_370_0_95.pdb,7zc2.cif.gz_A,0.4184
length_280_1_24.pdb,3t8v.cif.gz_A,0.5575
length_180_3_16.pdb,3wrx.cif.gz_A,0.6729
length_210_2_63.pdb,7r1e.cif.gz_B,0.4914
length_370_3_55.pdb,3wd3.cif.gz_A,0.5572
length_190_4_23.pdb,3am4.cif.gz_A,0.7082
length_320_8_16.pdb,7zk8.cif.gz_A,0.4792
length_440_3_8.pdb,3odm.cif.gz_G,0.4914
length_420_4_82.pdb,1nfg.cif.gz_A,0.437
length_490_0_78.pdb,7qo5.cif.gz_N,0.4635
length_315_8_42.pdb,7pr9.cif.gz_B,0.6493
length_155_9_25.pdb,6v8s.cif.gz_J,0.6262
length_445_1_8.pdb,5gl5.cif.gz_A,0.4231
length_235_5_5.pdb,4k40.cif.gz_A,0.6055
length_350_8_19.pdb,2o9t.cif.gz_A,0.6119
length_435_7_36.pdb,6afu.cif.gz_B,0.4232
length_485_0_59.pdb,6o0h.cif.gz_D,0.4045
length_445_3_5.pdb,1q6e.cif.gz_A,0.4659
length_255_3_16.pdb,6dms.cif.gz_A,0.4334
length_240_1_74.pdb,3koy.cif.gz_D,0.737
length_265_9_71.pdb,3ziz.cif.gz_A,0.7575
length_170_6_10.pdb,4pzy.cif.gz_B,0.9102
length_115_7_5.pdb,7ss8.cif.gz_A,0.9362
length_260_8_91.pdb,3epp.cif.gz_A,0.5862
length_315_1_80.pdb,5t9g.cif.gz_A,0.4682
length_470_5_91.pdb,7wit.cif.gz_A,0.5353
length_340_9_20.pdb,4fd3.cif.gz_A,0.42
length_285_4_34.pdb,6jmn.cif.gz_A,0.5928
length_165_9_15.pdb,6vfk.cif.gz_B,0.7854
length_220_5_15.pdb,1lt8.cif.gz_B,0.5129
length_225_5_64.pdb,7lt4.cif.gz_A,0.5394
length_405_1_96.pdb,4onj.cif.gz_A,0.414
length_330_2_67.pdb,4bbm.cif.gz_A,0.7482
length_475_7_80.pdb,7ar7.cif.gz_L,0.4726
length_120_8_16.pdb,2nt4.cif.gz_A,0.8417
length_140_9_35.pdb,2bru.cif.gz_MODEL_7_A,0.6453
length_375_4_88.pdb,3vkk.cif.gz_A,0.4888
length_365_0_28.pdb,7zka.cif.gz_A,0.4805
length_285_8_6.pdb,1gq6.cif.gz_B,0.5488
length_365_4_67.pdb,5mlq.cif.gz_B,0.4124
length_175_1_20.pdb,4m57.cif.gz_A,0.6624
length_230_0_23.pdb,6tng.cif.gz_A,0.667
length_340_2_1.pdb,7qkr.cif.gz_A,0.48
length_345_9_98.pdb,8auj.cif.gz_B,0.5789
length_445_9_57.pdb,7zk4.cif.gz_A,0.4763
length_155_6_65.pdb,6e9v.cif.gz_Q,0.5491
length_390_9_16.pdb,8i4b.cif.gz_A,0.405
length_410_8_72.pdb,7zk4.cif.gz_A,0.5567
length_130_2_43.pdb,1ip3.cif.gz_B,0.9908
length_145_0_86.pdb,2w6x.cif.gz_A,0.8745
length_295_7_38.pdb,7l16.cif.gz_A,0.5646
length_165_1_70.pdb,4l06.cif.gz_A,0.5796
length_135_6_90.pdb,7une.cif.gz_M,0.5749
length_450_0_59.pdb,7zka.cif.gz_A,0.5395
length_140_5_29.pdb,3ngo.cif.gz_A,0.5819
length_165_3_100.pdb,3kzv.cif.gz_A,0.7389
length_120_2_46.pdb,3luf.cif.gz_A,0.8696
length_485_3_42.pdb,5req.cif.gz_C,0.4394
length_495_4_22.pdb,4dws.cif.gz_C,0.5071
length_280_3_44.pdb,3cly.cif.gz_A,0.8872
length_400_8_22.pdb,5gpj.cif.gz_B,0.5052
length_260_3_34.pdb,4ay7.cif.gz_A,0.7315
length_435_6_83.pdb,4qnw.cif.gz_A,0.5141
length_405_3_80.pdb,7p62.cif.gz_L,0.4765
length_390_8_8.pdb,2vrq.cif.gz_C,0.594
length_125_0_33.pdb,7khh.cif.gz_D,0.9735
length_345_6_43.pdb,1ezw.cif.gz_A,0.4305
length_240_6_20.pdb,3ljs.cif.gz_A,0.6401
length_415_1_93.pdb,6hxh.cif.gz_F,0.4125
length_375_9_50.pdb,7ubu.cif.gz_A,0.4736
length_115_9_94.pdb,1ls4.cif.gz_MODEL_19_A,0.7268
length_225_1_93.pdb,3mux.cif.gz_B,0.5725
length_255_4_10.pdb,1h0i.cif.gz_B,0.6149
length_265_4_98.pdb,8g92.cif.gz_A,0.4744
length_160_9_47.pdb,6gu8.cif.gz_A,0.4706
length_325_7_98.pdb,2jal.cif.gz_A,0.6429
length_325_1_86.pdb,6v3o.cif.gz_G,0.6031
length_255_1_64.pdb,1wcg.cif.gz_A,0.5694
